"pokemon","subareaID","method","condition_type","condition_value","chance%","min_level","max_level"
"rattata","213","walk","time","night ","4","24","24"
"rattata","213","walk","time","night ","1","24","24"
"rattata","213","walk","time","morning ","1","24","24"
"rattata","213","walk","time","day ","1","24","24"
"rattata","214","walk","time","morning ","30","20","20"
"rattata","214","walk","time","day ","30","20","20"
"rattata","214","walk","time","morning ","30","21","21"
"rattata","214","walk","time","day ","30","21","21"
"rattata","214","walk","time","morning ","20","22","22"
"rattata","214","walk","time","day ","20","22","22"
"rattata","214","walk","time","night ","10","22","22"
"rattata","214","walk","time","day ","10","22","22"
"rattata","214","walk","time","morning ","10","22","22"
"rattata","214","walk","time","night ","5","23","23"
"rattata","214","walk","time","morning ","5","23","23"
"rattata","214","walk","time","day ","5","23","23"
"rattata","214","walk","time","day ","4","24","24"
"rattata","214","walk","time","morning ","4","24","24"
"rattata","214","walk","time","night ","4","24","24"
"rattata","214","walk","time","night ","1","24","24"
"rattata","214","walk","time","morning ","1","24","24"
"rattata","214","walk","time","day ","1","24","24"
"rattata","215","walk","time","morning ","30","20","20"
"rattata","215","walk","time","day ","30","20","20"
"rattata","215","walk","time","morning ","30","21","21"
"rattata","215","walk","time","day ","30","21","21"
"rattata","215","walk","time","morning ","20","22","22"
"rattata","215","walk","time","day ","20","22","22"
"rattata","215","walk","time","night ","10","22","22"
"rattata","215","walk","time","day ","10","22","22"
"rattata","215","walk","time","morning ","10","22","22"
"rattata","215","walk","time","night ","5","23","23"
"rattata","215","walk","time","morning ","5","23","23"
"rattata","215","walk","time","day ","5","23","23"
"rattata","215","walk","time","day ","4","24","24"
"rattata","215","walk","time","morning ","4","24","24"
"rattata","215","walk","time","night ","4","24","24"
"rattata","215","walk","time","night ","1","24","24"
"rattata","215","walk","time","morning ","1","24","24"
"rattata","215","walk","time","day ","1","24","24"
"rattata","216","walk","time","morning ","30","20","20"
"rattata","216","walk","time","day ","30","20","20"
"rattata","216","walk","time","morning ","30","21","21"
"rattata","216","walk","time","day ","30","21","21"
"rattata","216","walk","time","morning ","20","22","22"
"rattata","216","walk","time","day ","20","22","22"
"rattata","216","walk","time","night ","10","22","22"
"rattata","216","walk","time","day ","10","22","22"
"rattata","216","walk","time","morning ","10","22","22"
"rattata","216","walk","time","night ","5","23","23"
"rattata","216","walk","time","morning ","5","23","23"
"rattata","216","walk","time","day ","5","23","23"
"rattata","216","walk","time","day ","4","24","24"
"rattata","216","walk","time","morning ","4","24","24"
"rattata","216","walk","time","night ","4","24","24"
"rattata","216","walk","time","night ","1","24","24"
"rattata","216","walk","time","morning ","1","24","24"
"rattata","216","walk","time","day ","1","24","24"
"rattata","217","walk","time","morning ","30","20","20"
"rattata","217","walk","time","day ","30","20","20"
"rattata","217","walk","time","morning ","30","21","21"
"rattata","217","walk","time","day ","30","21","21"
"rattata","217","walk","time","morning ","20","22","22"
"rattata","217","walk","time","day ","20","22","22"
"rattata","217","walk","time","night ","10","22","22"
"rattata","217","walk","time","day ","10","22","22"
"rattata","217","walk","time","morning ","10","22","22"
"rattata","217","walk","time","night ","5","23","23"
"rattata","217","walk","time","morning ","5","23","23"
"rattata","217","walk","time","day ","5","23","23"
"rattata","217","walk","time","day ","4","24","24"
"rattata","217","walk","time","morning ","4","24","24"
"rattata","217","walk","time","night ","4","24","24"
"rattata","217","walk","time","night ","1","24","24"
"rattata","217","walk","time","morning ","1","24","24"
"rattata","217","walk","time","day ","1","24","24"
"rattata","218","walk","time","morning ","30","20","20"
"rattata","218","walk","time","day ","30","20","20"
"rattata","218","walk","time","morning ","30","21","21"
"rattata","218","walk","time","day ","30","21","21"
"rattata","218","walk","time","morning ","20","22","22"
"rattata","218","walk","time","day ","20","22","22"
"rattata","218","walk","time","night ","10","22","22"
"rattata","218","walk","time","day ","10","22","22"
"rattata","218","walk","time","morning ","10","22","22"
"rattata","218","walk","time","night ","5","23","23"
"rattata","218","walk","time","morning ","5","23","23"
"rattata","218","walk","time","day ","5","23","23"
"rattata","218","walk","time","day ","4","24","24"
"rattata","218","walk","time","morning ","4","24","24"
"rattata","218","walk","time","night ","4","24","24"
"rattata","218","walk","time","night ","1","24","24"
"rattata","218","walk","time","morning ","1","24","24"
"rattata","218","walk","time","day ","1","24","24"
"rattata","219","walk","time","morning ","30","20","20"
"rattata","219","walk","time","day ","30","20","20"
"rattata","219","walk","time","morning ","30","21","21"
"rattata","219","walk","time","day ","30","21","21"
"rattata","219","walk","time","morning ","20","22","22"
"rattata","219","walk","time","day ","20","22","22"
"rattata","219","walk","time","night ","10","22","22"
"rattata","219","walk","time","day ","10","22","22"
"rattata","219","walk","time","morning ","10","22","22"
"rattata","219","walk","time","night ","5","23","23"
"rattata","219","walk","time","morning ","5","23","23"
"rattata","219","walk","time","day ","5","23","23"
"rattata","219","walk","time","day ","4","24","24"
"rattata","219","walk","time","morning ","4","24","24"
"rattata","219","walk","time","night ","4","24","24"
"rattata","219","walk","time","night ","1","24","24"
"rattata","219","walk","time","morning ","1","24","24"
"rattata","219","walk","time","day ","1","24","24"
"rattata","220","walk","time","morning ","30","20","20"
"rattata","220","walk","time","day ","30","20","20"
"rattata","220","walk","time","morning ","30","21","21"
"rattata","220","walk","time","day ","30","21","21"
"rattata","220","walk","time","morning ","20","22","22"
"rattata","220","walk","time","day ","20","22","22"
"rattata","220","walk","time","night ","10","22","22"
"rattata","220","walk","time","day ","10","22","22"
"rattata","220","walk","time","morning ","10","22","22"
"rattata","220","walk","time","night ","5","23","23"
"rattata","220","walk","time","morning ","5","23","23"
"rattata","220","walk","time","day ","5","23","23"
"rattata","220","walk","time","day ","4","24","24"
"rattata","220","walk","time","morning ","4","24","24"
"rattata","220","walk","time","night ","4","24","24"
"rattata","220","walk","time","night ","1","24","24"
"rattata","220","walk","time","morning ","1","24","24"
"rattata","220","walk","time","day ","1","24","24"
"rattata","191","walk","weather","rain","30","16","16"
"rattata","191","walk","time","day ","30","16","16"
"rattata","191","walk","weather","snow","30","16","16"
"rattata","191","walk","time","morning ","30","16","16"
"rattata","191","walk","weather","rain","30","16","16"
"rattata","191","walk","time","night ","30","16","16"
"rattata","191","walk","weather","rain","10","16","16"
"rattata","191","walk","time","night ","10","16","16"
"rattata","192","walk","time","day ","30","16","16"
"rattata","192","walk","time","morning ","30","16","16"
"rattata","192","walk","time","night ","30","16","16"
"rattata","192","walk","time","night ","10","16","16"
"rattata","195","walk","time","night ","30","13","13"
"rattata","195","walk","time","day ","20","15","15"
"rattata","195","walk","time","morning ","20","15","15"
"rattata","167","walk","weather","sunny","10","14","14"
"rattata","167","walk","weather","rain","4","16","16"
"rattata","167","walk","weather","cloudy","4","16","16"
"rattata","167","walk","weather","sunny","1","16","16"
"rattata","168","walk","","","10","14","14"
"rattata","170","walk","","","10","16","16"
"rattata","199","walk","time","night ","30","3","3"
"rattata","199","walk","time","day ","20","2","2"
"rattata","199","walk","time","morning ","20","2","2"
"rattata","199","walk","time","night ","20","2","2"
"rattata","221","walk","time","morning ","20","20","20"
"rattata","221","walk","time","day ","20","20","20"
"rattata","221","walk","time","morning ","20","21","21"
"rattata","221","walk","time","day ","20","21","21"
"rattata","221","walk","time","morning ","10","20","20"
"rattata","221","walk","radio","off ","10","20","20"
"rattata","221","walk","time","day ","10","20","20"
"rattata","221","walk","radio","off ","10","20","20"
"rattata","221","walk","time","morning ","10","21","21"
"rattata","221","walk","radio","off ","10","21","21"
"rattata","221","walk","time","day ","10","21","21"
"rattata","221","walk","radio","off ","10","21","21"
"rattata","221","walk","time","morning ","10","22","22"
"rattata","221","walk","radio","off ","10","22","22"
"rattata","221","walk","time","day ","10","22","22"
"rattata","221","walk","radio","off ","10","22","22"
"rattata","221","walk","time","morning ","10","22","22"
"rattata","221","walk","radio","off ","10","22","22"
"rattata","221","walk","time","day ","10","22","22"
"rattata","221","walk","radio","off ","10","22","22"
"rattata","221","walk","","","5","22","22"
"rattata","221","walk","","","5","22","22"
"rattata","221","walk","","","4","23","23"
"rattata","221","walk","","","4","24","24"
"rattata","221","walk","","","1","23","23"
"rattata","221","walk","","","1","24","24"
"rattata","229","walk","","","20","20","20"
"rattata","229","walk","","","20","20","20"
"rattata","229","walk","radio","off ","10","20","20"
"rattata","229","walk","radio","off ","10","20","20"
"rattata","229","walk","radio","off ","10","20","20"
"rattata","229","walk","radio","off ","10","20","20"
"rattata","229","walk","","","5","20","20"
"rattata","229","walk","","","5","20","20"
"rattata","229","walk","","","4","20","20"
"rattata","229","walk","","","4","20","20"
"rattata","229","walk","","","1","20","20"
"rattata","229","walk","","","1","20","20"
"rattata","16","walk","","","20","3","3"
"rattata","16","walk","","","15","3","3"
"rattata","16","walk","","","10","2","2"
"rattata","16","walk","","","5","4","4"
"rattata","27","walk","","","20","3","3"
"rattata","27","walk","","","10","4","4"
"rattata","27","walk","","","5","2","2"
"rattata","27","walk","","","5","5","5"
"rattata","37","walk","","","10","10","10"
"rattata","37","walk","","","5","12","12"
"rattata","39","walk","","","20","10","10"
"rattata","39","walk","","","15","8","8"
"rattata","39","walk","","","5","12","12"
"rattata","41","walk","","","20","14","14"
"rattata","41","walk","","","10","16","16"
"rattata","42","walk","","","20","14","14"
"rattata","42","walk","","","10","16","16"
"rattata","43","walk","","","15","20","20"
"rattata","44","walk","","","15","20","20"
"rattata","45","walk","","","20","16","16"
"rattata","45","walk","","","15","14","14"
"rattata","45","walk","","","5","17","17"
"rattata","17","walk","","","20","18","18"
"rattata","18","walk","","","20","15","15"
"rattata","18","walk","","","10","17","17"
"rattata","23","walk","","","15","18","18"
"rattata","23","walk","","","10","20","20"
"rattata","23","walk","","","5","22","22"
"rattata","24","walk","","","4","22","22"
"rattata","24","walk","","","1","22","22"
"rattata","25","walk","","","15","23","23"
"rattata","25","walk","","","10","24","24"
"rattata","30","walk","","","20","21","21"
"rattata","30","walk","","","10","23","23"
"rattata","31","walk","","","20","3","3"
"rattata","31","walk","","","15","4","4"
"rattata","31","walk","","","10","2","2"
"rattata","224","walk","","","5","20","20"
"rattata","73","walk","","","20","34","34"
"rattata","73","walk","","","10","37","37"
"rattata","74","walk","","","20","37","37"
"rattata","74","walk","","","10","40","40"
"rattata","75","walk","","","20","40","40"
"rattata","75","walk","","","10","43","43"
"rattata","76","walk","","","4","26","26"
"rattata","76","walk","","","1","26","26"
"raticate","506","walk","weather","sunny","20","50","50"
"raticate","506","walk","radar","off ","10","52","52"
"raticate","515","walk","weather","snow","20","52","52"
"raticate","515","walk","radar","off ","10","51","51"
"raticate","227","walk","","","30","22","22"
"raticate","150","walk","","","4","15","15"
"raticate","150","walk","","","1","15","15"
"raticate","191","walk","weather","cloudy","30","16","16"
"raticate","191","walk","time","day ","30","16","16"
"raticate","191","walk","weather","cloudy","30","16","16"
"raticate","191","walk","time","morning ","30","16","16"
"raticate","191","walk","weather","sunny","30","16","16"
"raticate","191","walk","time","night ","30","16","16"
"raticate","191","walk","weather","rain","30","16","16"
"raticate","192","walk","time","day ","30","17","17"
"raticate","192","walk","time","morning ","30","17","17"
"raticate","192","walk","time","night ","30","17","17"
"raticate","195","walk","time","night ","20","15","15"
"raticate","195","walk","time","day ","10","16","16"
"raticate","195","walk","time","morning ","10","16","16"
"raticate","167","walk","time","day ","4","16","16"
"raticate","167","walk","time","morning ","4","16","16"
"raticate","167","walk","time","night ","4","16","16"
"raticate","167","walk","time","day ","1","16","16"
"raticate","167","walk","time","morning ","1","16","16"
"raticate","167","walk","time","night ","1","16","16"
"raticate","168","walk","time","night ","20","15","15"
"raticate","168","walk","time","day ","10","14","14"
"raticate","168","walk","time","morning ","10","14","14"
"raticate","169","walk","","","10","30","30"
"raticate","170","walk","","","4","16","16"
"raticate","170","walk","","","1","16","16"
"raticate","196","walk","time","night ","20","16","16"
"raticate","196","walk","time","day ","5","17","17"
"raticate","196","walk","time","morning ","5","17","17"
"raticate","196","walk","time","night ","5","17","17"
"raticate","200","walk","","","4","31","31"
"raticate","200","walk","","","1","33","33"
"raticate","34","walk","time","night ","30","28","28"
